"conformsTo","distribution.title","issued","modified","publisher.subOrganizationOf.name","landingPage","title","temporal","publisher.subOrganizationOf.type","publisher.subOrganizationOf.subOrganizationOf.name","distribution.mediaType","systemOfRecords","isPartOf","type","describedBy","distribution.describedBy","description","contactPoint.fn","publisher.type","primaryITInvestmentUII","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.name","publisher.subOrganizationOf.subOrganizationOf.type","contactPoint.type","distribution.conformsTo","accessLevel","distribution.downloadURL","license","rights","spatial","publisher.name","distribution.format","contactPoint.hasEmail","distribution.accessURL","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.type","distribution.type","accrualPeriodicity","dataQuality","identifier","keyword","bureauCode","language","programCode",""
,,,"2016-07-22","Department of Health & Human Services",,"Outpatient Imaging Efficiency - National",,"org:Organization",,,,,"dcat:Dataset",,,"Use of medical imaging - national data. These measures give you information about hospitals' use of medical imaging tests for outpatients. Examples of medical imaging tests include CT Scans, MRIs, and mammograms.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-HealthData@hhs.gov",,,,,,"https://data.medicare.gov/api/views/di9i-zzrc","[""ct"",""hospital compare"",""mammogram"",""mri"",""national average"",""quality"",""ratings"",""ultrasound"",""use of medical imaging""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Outpatient Imaging Efficiency - State",,"org:Organization",,,,,"dcat:Dataset",,,"Use of medical imaging - state data. These measures give you information about hospitals' use of medical imaging tests for outpatients. Examples of medical imaging tests include CT Scans, MRIs, and mammograms.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-HealthData@hhs.gov",,,,,,"https://data.medicare.gov/api/views/if5v-4x48","[""ct"",""hospital compare"",""mammogram"",""mri"",""quality"",""ratings"",""state average"",""ultrasound"",""use of medical imaging""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Outpatient Procedures â?? Volume",,"org:Organization",,,,,"dcat:Dataset",,,"The aggregate count of selected outpatient procedures performed within the outpatient department from all-payer data.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-HealthData@hhs.gov",,,,,,"https://data.medicare.gov/api/views/xbz4-gvaz","[""hospital compare"",""number of medicare patients""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-06-22","Department of Health & Human Services",,"Ownership",,"org:Organization",,,,,"dcat:Dataset",,,"A list of ownership information for currently active nursing homes.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-HealthData@hhs.gov",,,,,,"https://data.medicare.gov/api/views/y2hd-n93e","[""general information"",""nhc"",""nursing home""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2014-01-08","Office of Operations",,"PAFA",,"org:Organization","U.S. Food and Drug Administration",,,,"dcat:Dataset",,,"Exported to XIR2 Production environment with the conection pointing to Oracle 10g Database on 05/22/2007 -- Ravi Gadiraju. Updated the connection with service name - PAFAP on 10/10/2007 - Ravi","FDA Enterprise Data Inventory","org:Organization",,"Department of Health & Human Services","org:Organization","vcard-Contact",,"non-public",,,,,"Office of Information Management and Technology",,"mailto-FDA_Enterprise_Data_Inventory@fda.hhs.gov",,"org:Organization",,,,"8562F75D-13CA-4065-83F2-37C1423533C5","[""pafa""]","[""009:10""]",,"[""009:008""]",
,,,"2016-07-18","Department of Health & Human Services",,"Parkinson’s Disease Biomarkers Program Data Management Resource (PDBP DMR)",,"org:Organization",,,,,"dcat:Dataset",,,"The NINDS Parkinson’s Disease (PD) Biomarkers Program Data Management Resource enables web-based data entry for clinical studies supporting PD biomarker development, as well as broad data sharing (imaging, clinical, genetic, and biospecimen analysis) across the entire PD research community. The PDBP DMR coordinates information and access to PD biospecimens distributed through the NINDS Human Genetics, DNA, iPSC , Cell Line and Biospecimen Repository and the Harvard Neurodiscovery Initiative.
","SUTHERLAND, MARGARET L","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"National Institutes of Health",,"mailto-sutherlandm@ninds.nih.gov",,,,,,"9047712c-cc5b-4a53-8cb0-a09d769af693","[""national-institutes-of-health""]","[""009:00""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Part B Carrier Summary Data File","2005-01-01T00:00:00-05:00/2014-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Data sets are summarized at the carrier level by meaningful Healthcare Common Procedure Coding-Current Procedural Terminology, (HCPC-CPT), code ranges. The data set name contains the year followed by a carrier number. Within each code range are, procedural, condition, or description subheadings. Each data set displays the allowed services, allowed charges, payment amounts by HCPCS-CPT codes and prominent modifiers.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"332","[""Coding and Coding Rules"",""Publically Available Data File - for download"",""Publically Available Data File - for purchase""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"Part B Carrier Summary Data File - CY2009","2008-12-31T19:00:00-05:00/2009-12-30T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"The Medicare Part B carrier data sets are summarized at the carrier level by meaningful Healthcare Common Procedure Coding/Current Procedural Terminology (HCPC/CPT) code ranges.   Within each code range are procedural, condition, or description subheadings.  Each data set displays, for a carrier, the allowed services, allowed charges, and payment amounts by HCPCS/CPT codes and prominent modifiers.   The data set name contains the year followed by a carrier number.  For ease of reference, included is a listing of the Medicare carriers arrayed by State.      In addition, there is a readme file that provides additional information about the datasets.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-HealthData@hhs.gov",,,,,,"fd20bd82-ca87-4c99-bc95-44e51dcade0a","[""medicare part b"",""part b"",""part b carrier summary data file"",""part b data"",""part b summary data""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Part B National Summary Data File","2000-01-01T00:00:00-05:00/2014-12-31T00:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"Previously known as BESS. The data sets are summarized by meaningful Healthcare Common Procedure Coding Current Procedural Terminology, HCPC CPT, code ranges. Brief descriptions for the code ranges and modifiers are provided in the readme file. The data set name contains the year followed by a five character sequence that is the HCPC CPT code. This HCPC CPT code corresponds to the first HCPC CPT in the selected code range of disciplines. Within each code range are, procedural, condition, or description subheadings. Each data set displays the allowed services, allowed charges, and payment amounts by HCPC CPT codes and prominent modifiers. These reports will only illustrate the modifiers where duplicative claim submissions occur. This is to avoid duplicate counting of services. Utilization for modifiers not affected by duplicative counting are collapsed into the Other category on the reports. Therefore, not all Centers for Medicare and Medicaid Services published modifiers are illustrated. The file is updated annually and usually available by September for the previous year.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"236","[""Physician Services"",""Publically Available Data File - for download""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Part C and Part D - Program Audit Results",,"org:Organization",,,,,"dcat:Dataset",,,"The chart lists the overall audit score of each sponsor audited and provides additional detail on the number of audit elements tested during each audit, the number of Corrective Actions Required (CARs) and Immediate Corrective Actions Required (ICARs), the date of the audit report, whether an enforcement action was taken as a result of the audit, and a status on the progress of the audit. The Downloads Section at the bottom of this page forhas a graphical representation comparing the overall audit scores of all audited sponsors in 2012, as well as graphs comparing sponsors scores in each of the program areas audited (e.g., Formulary, CDAG, ODAG, etc.).
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"571","[""Medicare Advantage"",""Prescription Drug Plans""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"Part C and Part D - Program Audit Results",,,,,,,"dcat:Dataset",,,"The chart lists the overall audit score of each sponsor audited and provides additional detail on the number of audit elements tested during each audit, the number of Corrective Actions Required (CARs) and Immediate Corrective Actions Required (ICARs), the date of the audit report, whether an enforcement action was taken as a result of the audit, and a status on the progress of the audit. The Downloads Section at the bottom of this page forhas a graphical representation comparing the overall audit scores of all audited sponsors in 2012, as well as graphs comparing sponsors scores in each of the program areas audited (e.g., Formulary, CDAG, ODAG, etc.).
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"03f3fccc-09ee-4bfd-a79d-264fb972fec4","[""enrollment"",""medicare-advantage"",""national"",""part-c"",""part-d"",""prescription-drug-plans"",""reports""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"Part C and Part D - Program Audits",,,,,,,"dcat:Dataset",,,"The purpose of this Web page is to increase transparency related to the Medicare Advantage and Prescription Drug Plan program audits, and other various types of audits, to help drive the industry towards improvements in the delivery of health care services in the Medicare Advantage and Prescription Drug program. Information regarding the Program Audit Process and Protocols, Frequently Asked Questions, and  HPMS Memos relating to the Program Audit process are located in the Downloads section.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"c2eee78a-edc2-4c74-8a0a-b1cf849ebbf5","[""enrollment"",""medicare-advantage"",""national"",""part-c"",""part-d"",""payments"",""prescription-drug-plans"",""reports""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Part C and Part D - Program Audits","2016-06-23T20:11:00-04:00/2016-06-23T20:13:00-04:00","org:Organization",,,,,"dcat:Dataset",,,"The purpose of this Web page is to increase transparency related to the Medicare Advantage and Prescription Drug Plan program audits, and other various types of audits, to help drive the industry towards improvements in the delivery of health care services in the Medicare Advantage and Prescription Drug program. Information regarding the Program Audit Process and Protocols, Frequently Asked Questions, and  HPMS Memos relating to the Program Audit process are located in the Downloads section.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"570","[""Medicare Advantage"",""Prescription Drug Plans""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"Part C and Part D Compliance Actions",,"org:Organization",,,,,"dcat:Dataset",,,"This page includes results from CMSs Past Performance Review. The report called Spring 2014 Past Performance Review Outlier Results lists MA organizations and Part D sponsors identified as poor performing or outlier organizations during the period from January 2013 through February 2014. The report lists the name of the organization, whether its performance problems were related to Part C, Part D, or both, and the performance categories in which the entity scored poorly. The detailed methodology that CMS used to identify these poor performers is available as well as the Contract Year 2013 Annual Election Period Marketing Surveillance Summary Report.
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"569","[""Medicare Advantage""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05",,,"Part C and Part D Compliance Actions",,,,,,,"dcat:Dataset",,,"This page includes results from CMSs Past Performance Review. The report called Spring 2014 Past Performance Review Outlier Results lists MA organizations and Part D sponsors identified as poor performing or outlier organizations during the period from January 2013 through February 2014. The report lists the name of the organization, whether its performance problems were related to Part C, Part D, or both, and the performance categories in which the entity scored poorly. The detailed methodology that CMS used to identify these poor performers is available as well as the Contract Year 2013 Annual Election Period Marketing Surveillance Summary Report.
","admin","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Department of Health & Human Services",,"mailto-HealthData@hhs.gov",,,,,,"e3e3fb28-a1ea-4513-991c-d12ac2299ca2","[""enrollment"",""medicare"",""medicare-advantage"",""national"",""part-c"",""part-d"",""reports""]","[""009:38""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"Part C Reconsideration Appeals Fact Sheets",,"org:Organization",,,,,"dcat:Dataset",,,"If, upon reconsideration, a Medicare Advantage (Part C) health plan upholds its initial adverse organization determination, the plan must submit the case file and its decision for automatic review by the Part C Independent Review Entity (IRE).
","Health Data Initiative","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Medicare & Medicaid Services",,"mailto-cms.data@cms.hhs.gov",,,,,,"136","[""Fact Sheets"",""Medicare Advantage""]","[""009:38""]","[""en""]","[""009:000""]",
